 TIME (ms)      DELTA_TEMP (K) AVG_TEMP (K)   
  5.2502315E+10 -2.1680031E+00  2.8915997E+02 
  5.2505797E+10 -2.1920013E+00  2.8884998E+02 
  5.2509270E+10 -2.2210007E+00  2.8862000E+02 
  5.2512752E+10 -2.2230034E+00  2.8835999E+02 
  5.2516225E+10 -2.2410011E+00  2.8806995E+02 
  5.2519707E+10 -2.2810020E+00  2.8778998E+02 
  5.2523180E+10 -2.2990036E+00  2.8750000E+02 
  5.2526662E+10 -2.3270035E+00  2.8725995E+02 
  5.2528398E+10 -2.3450012E+00  2.8709998E+02 
  5.2531880E+10 -2.3730011E+00  2.8682996E+02 
  5.2535353E+10 -2.4020004E+00  2.8654999E+02 
  5.2538835E+10 -2.4410019E+00  2.8625995E+02 
  5.2542308E+10 -2.4650002E+00  2.8590997E+02 
  5.2543611E+10 -2.4820023E+00  2.8584998E+02 
  5.2545790E+10 -2.4890022E+00  2.8562000E+02 
  5.2549263E+10 -2.5120010E+00  2.8531000E+02 
  5.2552745E+10 -2.5520020E+00  2.8498999E+02 
  5.2556218E+10 -2.5960007E+00  2.8465997E+02 
  5.2559700E+10 -2.6140022E+00  2.8431995E+02 
  5.2563173E+10 -2.6480026E+00  2.8401996E+02 
  5.2566655E+10 -2.6930008E+00  2.8362000E+02 
  5.2570128E+10 -2.7160034E+00  2.8328998E+02 
  5.2573610E+10 -2.7610016E+00  2.8290997E+02 
  5.2577083E+10 -2.7850037E+00  2.8253998E+02 
  5.2582195E+10 -2.8570023E+00  2.8190997E+02 
  5.2586103E+10 -2.8960037E+00  2.8148999E+02 
  5.2589584E+10 -2.9400024E+00  2.8106000E+02 
  5.2593058E+10 -2.9750023E+00  2.8059998E+02 
  5.2596539E+10 -3.0190010E+00  2.8016998E+02 
  5.2599579E+10 -3.0590019E+00  2.7965997E+02 
  5.2603060E+10 -3.0980034E+00  2.7922998E+02 
  5.2606534E+10 -3.1420021E+00  2.7867999E+02 
  5.2610015E+10 -3.1930008E+00  2.7806000E+02 
  5.2613489E+10 -3.2490005E+00  2.7733997E+02 
  5.2616970E+10 -3.3240013E+00  2.7665997E+02 
  5.2620444E+10 -3.3910027E+00  2.7583997E+02 
  5.2623925E+10 -3.4560013E+00  2.7512994E+02 
  5.2627399E+10 -3.6190033E+00  2.7325995E+02 
  5.2630880E+10 -7.3210030E+00  2.6375995E+02 
  5.2634354E+10  8.8820000E+00  2.4687000E+02 
  5.2637835E+10  2.4477997E+01  2.3293997E+02 
  5.2641309E+10  2.3535000E+01  2.2356998E+02 
  5.2644790E+10  2.2904999E+01  2.1706000E+02 
  5.2648264E+10  2.2505997E+01  2.1294998E+02 
  5.2651745E+10  2.2233997E+01  2.1025000E+02 
  5.2655219E+10  2.2040997E+01  2.0825998E+02 
  5.2658700E+10  2.1869999E+01  2.0650998E+02 
  5.2662174E+10  2.1702000E+01  2.0484000E+02 
  5.2665655E+10  2.1542000E+01  2.0314999E+02 
  5.2669129E+10  2.1382000E+01  2.0153000E+02 
  5.2672610E+10  2.1211998E+01  1.9984000E+02 
  5.2676084E+10  2.1025997E+01  1.9801999E+02 
  5.2679565E+10  2.0857998E+01  1.9629999E+02 
  5.2683039E+10  2.0721996E+01  1.9492999E+02 
  5.2686520E+10  2.0622997E+01  1.9389999E+02 
  5.2690002E+10  2.0549999E+01  1.9309998E+02 
  5.2693475E+10  2.0491997E+01  1.9251999E+02 
  5.2696957E+10  2.0448997E+01  1.9204999E+02 
  5.2700430E+10  2.0414997E+01  1.9170999E+02 
  5.2703912E+10  2.0382999E+01  1.9134000E+02 
  5.2707385E+10  2.0356998E+01  1.9106998E+02 
  5.2710867E+10  2.0331997E+01  1.9081998E+02 
  5.2714340E+10  2.0308998E+01  1.9057999E+02 
  5.2717822E+10  2.0288998E+01  1.9039999E+02 
  5.2721295E+10  2.0268997E+01  1.9017999E+02 
  5.2724777E+10  2.0250000E+01  1.8996997E+02 
  5.2728250E+10  2.0234997E+01  1.8981000E+02 
  5.2731732E+10  2.0218998E+01  1.8965997E+02 
  5.2733903E+10  2.0207996E+01  1.8957999E+02 
  5.2737384E+10  2.0193996E+01  1.8940997E+02 
  5.2738253E+10  2.0190998E+01  1.8934998E+02 
  5.2741726E+10  2.0174000E+01  1.8921997E+02 
  5.2745208E+10  2.0160000E+01  1.8907999E+02 
  5.2748681E+10  2.0146000E+01  1.8890997E+02 
  5.2750860E+10  2.0137997E+01  1.8882999E+02 
  5.2751729E+10  2.0134998E+01  1.8878998E+02 
  5.2758249E+10  2.0112999E+01  1.8857999E+02 
  5.2759986E+10  2.0101997E+01  1.8851999E+02 
  5.2763468E+10  2.0091000E+01  1.8838998E+02 
  5.2766941E+10  2.0079998E+01  1.8826999E+02 
  5.2768678E+10  2.0071999E+01  1.8822998E+02 
  5.2772159E+10  2.0065998E+01  1.8807999E+02 
  5.2775633E+10  2.0054996E+01  1.8800000E+02 
  5.2779114E+10  2.0045998E+01  1.8789999E+02 
  5.2782588E+10  2.0032997E+01  1.8779999E+02 
  5.2786504E+10  2.0023998E+01  1.8766998E+02 
  5.2786938E+10  2.0018997E+01  1.8764999E+02 
  5.2788240E+10  2.0018997E+01  1.8760999E+02 
  5.2789985E+10  2.0012997E+01  1.8754999E+02 
  5.2791288E+10  2.0007999E+01  1.8754999E+02 
  5.2792590E+10  2.0004997E+01  1.8750998E+02 
  5.2793025E+10  2.0002998E+01  1.8750998E+02 
  5.2796506E+10  1.9991997E+01  1.8740997E+02 
  5.2799980E+10  1.9985996E+01  1.8729999E+02 
  5.2803461E+10  1.9980000E+01  1.8719998E+02 
  5.2806935E+10  1.9966999E+01  1.8709998E+02 
  5.2810416E+10  1.9959000E+01  1.8701999E+02 
  5.2813890E+10  1.9949997E+01  1.8691998E+02 
  5.2817371E+10  1.9941998E+01  1.8685999E+02 
  5.2820845E+10  1.9931999E+01  1.8678000E+02 
  5.2824326E+10  1.9924000E+01  1.8670999E+02 
  5.2827800E+10  1.9914997E+01  1.8660999E+02 
  5.2831281E+10  1.9911999E+01  1.8654999E+02 
  5.2834755E+10  1.9903999E+01  1.8646997E+02 
  5.2838236E+10  1.9892998E+01  1.8638998E+02 
  5.2841710E+10  1.9887997E+01  1.8631000E+02 
  5.2845191E+10  1.9876999E+01  1.8625000E+02 
  5.2847362E+10  1.9876999E+01  1.8620999E+02 
  5.2850844E+10  1.9868999E+01  1.8612997E+02 
  5.2854317E+10  1.9860996E+01  1.8603998E+02 
  5.2857799E+10  1.9855000E+01  1.8596997E+02 
  5.2861272E+10  1.9846996E+01  1.8591998E+02 
  5.2864754E+10  1.9841999E+01  1.8584998E+02 
  5.2868227E+10  1.9830997E+01  1.8575998E+02 
  5.2871709E+10  1.9825996E+01  1.8571997E+02 
  5.2874748E+10  1.9822998E+01  1.8567999E+02 
  5.2878230E+10  1.9816998E+01  1.8557999E+02 
  5.2879098E+10  1.9814999E+01  1.8556000E+02 
  5.2882579E+10  1.9808998E+01  1.8551999E+02 
  5.2886053E+10  1.9801998E+01  1.8545999E+02 
  5.2889534E+10  1.9799000E+01  1.8543997E+02 
  5.2893008E+10  1.9788998E+01  1.8541998E+02 
  5.2896489E+10  1.9782997E+01  1.8531998E+02 
  5.2899963E+10  1.9778000E+01  1.8528000E+02 
  5.2903444E+10  1.9772999E+01  1.8528000E+02 
  5.2906918E+10  1.9767998E+01  1.8523999E+02 
  5.2910399E+10  1.9762997E+01  1.8521997E+02 
  5.2911702E+10  1.9757999E+01  1.8519998E+02 
  5.2915175E+10  1.9752998E+01  1.8517999E+02 
  5.2918657E+10  1.9750000E+01  1.8512997E+02 
  5.2922139E+10  1.9744999E+01  1.8510999E+02 
  5.2925178E+10  1.9738998E+01  1.8506998E+02 
  5.2928659E+10  1.9733997E+01  1.8503000E+02 
  5.2932133E+10  1.9728996E+01  1.8501999E+02 
  5.2935614E+10  1.9721996E+01  1.8496997E+02 
  5.2939088E+10  1.9718998E+01  1.8492999E+02 
  5.2942569E+10  1.9716000E+01  1.8490997E+02 
  5.2945175E+10  1.9710999E+01  1.8488998E+02 
  5.2948656E+10  1.9703999E+01  1.8487000E+02 
  5.2952130E+10  1.9697998E+01  1.8481000E+02 
  5.2954735E+10  1.9695999E+01  1.8478998E+02 
  5.2958216E+10  1.9690998E+01  1.8476999E+02 
  5.2961690E+10  1.9685997E+01  1.8475000E+02 
  5.2965171E+10  1.9688000E+01  1.8470999E+02 
  5.2968653E+10  1.9679996E+01  1.8466998E+02 
  5.2972126E+10  1.9674999E+01  1.8464999E+02 
  5.2972995E+10  1.9674999E+01  1.8462000E+02 
  5.2976476E+10  1.9669998E+01  1.8460999E+02 
  5.2979081E+10  1.9664997E+01  1.8460999E+02 
  5.2979950E+10  1.9664997E+01  1.8457999E+02 
  5.2983431E+10  1.9664997E+01  1.8456998E+02 
  5.2986905E+10  1.9656998E+01  1.8450000E+02 
  5.2987773E+10  1.9656998E+01  1.8453998E+02 
  5.2991689E+10  1.9651997E+01  1.8447998E+02 
  5.2992123E+10  1.9651997E+01  1.8445999E+02 
  5.2992991E+10  1.9648998E+01  1.8447998E+02 
  5.2995604E+10  1.9648998E+01  1.8443997E+02 
  5.2996907E+10  1.9643997E+01  1.8445999E+02 
  5.2997341E+10  1.9646999E+01  1.8446997E+02 
  5.3000815E+10  1.9643997E+01  1.8441998E+02 
  5.3001249E+10  1.9639000E+01  1.8439999E+02 
  5.3003862E+10  1.9636997E+01  1.8439999E+02 
  5.3007335E+10  1.9632000E+01  1.8437997E+02 
  5.3010817E+10  1.9630997E+01  1.8434000E+02 
  5.3017174E+10  1.9618999E+01  1.8429999E+02 
  5.3020656E+10  1.9615997E+01  1.8425998E+02 
  5.3024129E+10  1.9612999E+01  1.8423999E+02 
  5.3027611E+10  1.9610996E+01  1.8423999E+02 
  5.3031084E+10  1.9605999E+01  1.8423999E+02 
  5.3034131E+10  1.9603996E+01  1.8421997E+02 
  5.3037605E+10  1.9598999E+01  1.8419998E+02 
  5.3041086E+10  1.9595997E+01  1.8419998E+02 
  5.3044560E+10  1.9593998E+01  1.8419998E+02 
  5.3048041E+10  1.9588997E+01  1.8414999E+02 
  5.3051515E+10  1.9585999E+01  1.8414999E+02 
  5.3054996E+10  1.9580997E+01  1.8414999E+02 
  5.3058470E+10  1.9578999E+01  1.8414999E+02 
  5.3061951E+10  1.9575996E+01  1.8412997E+02 
  5.3065425E+10  1.9571999E+01  1.8412997E+02 
  5.3069341E+10  1.9570999E+01  1.8410999E+02 
  5.3072814E+10  1.9561996E+01  1.8410999E+02 
  5.3076296E+10  1.9561996E+01  1.8410999E+02 
  5.3079769E+10  1.9558998E+01  1.8409000E+02 
  5.3083251E+10  1.9556999E+01  1.8406998E+02 
  5.3086732E+10  1.9553997E+01  1.8409000E+02 
  5.3090206E+10  1.9551998E+01  1.8406998E+02 
  5.3093687E+10  1.9546997E+01  1.8403998E+02 
  5.3097161E+10  1.9549000E+01  1.8403998E+02 
  5.3100642E+10  1.9549000E+01  1.8403998E+02 
  5.3104116E+10  1.9545998E+01  1.8400000E+02 
  5.3107597E+10  1.9543999E+01  1.8401999E+02 
  5.3111071E+10  1.9543999E+01  1.8400000E+02 
  5.3114552E+10  1.9542000E+01  1.8400000E+02 
  5.3118026E+10  1.9538998E+01  1.8397998E+02 
  5.3121507E+10  1.9540997E+01  1.8397998E+02 
  5.3124981E+10  1.9538998E+01  1.8397998E+02 
  5.3128462E+10  1.9535999E+01  1.8395999E+02 
  5.3131936E+10  1.9535999E+01  1.8395999E+02 
  5.3135417E+10  1.9530998E+01  1.8392999E+02 
  5.3138891E+10  1.9530998E+01  1.8392999E+02 
  5.3142372E+10  1.9528999E+01  1.8392999E+02 
  5.3145846E+10  1.9526997E+01  1.8390997E+02 
  5.3149327E+10  1.9526997E+01  1.8390997E+02 
  5.3152801E+10  1.9523998E+01  1.8390997E+02 
  5.3156282E+10  1.9523998E+01  1.8390997E+02 
  5.3159764E+10  1.9523998E+01  1.8388998E+02 
  5.3163237E+10  1.9521000E+01  1.8387000E+02 
  5.3166719E+10  1.9518997E+01  1.8387000E+02 
  5.3170192E+10  1.9518997E+01  1.8387000E+02 
  5.3173674E+10  1.9518997E+01  1.8387000E+02 
  5.3177147E+10  1.9518997E+01  1.8384998E+02 
  5.3180629E+10  1.9515999E+01  1.8384998E+02 
  5.3184102E+10  1.9514000E+01  1.8381998E+02 
  5.3189263E+10  1.9508999E+01  1.8381998E+02 
  5.3192745E+10  1.9508999E+01  1.8379999E+02 
  5.3196218E+10  1.9507000E+01  1.8381998E+02 
  5.3199700E+10  1.9505997E+01  1.8379999E+02 
  5.3203173E+10  1.9503998E+01  1.8379999E+02 
  5.3206655E+10  1.9505997E+01  1.8379999E+02 
  5.3210571E+10  1.9501999E+01  1.8378000E+02 
  5.3214044E+10  1.9503998E+01  1.8373999E+02 
  5.3217526E+10  1.9500999E+01  1.8375998E+02 
  5.3220999E+10  1.9498997E+01  1.8375998E+02 
  5.3223612E+10  1.9496998E+01  1.8375998E+02 
  5.3225349E+10  1.9496998E+01  1.8375998E+02 
  5.3228823E+10  1.9496998E+01  1.8375998E+02 
  5.3231870E+10  1.9495998E+01  1.8373999E+02 
  5.3234041E+10  1.9493999E+01  1.8371997E+02 
  5.3235778E+10  1.9493999E+01  1.8373999E+02 
  5.3239259E+10  1.9491997E+01  1.8373999E+02 
  5.3242733E+10  1.9491997E+01  1.8373999E+02 
  5.3244043E+10  1.9491997E+01  1.8373999E+02 
  5.3247517E+10  1.9490997E+01  1.8368997E+02 
  5.3250998E+10  1.9488998E+01  1.8371997E+02 
  5.3254472E+10  1.9485996E+01  1.8368997E+02 
  5.3257953E+10  1.9485996E+01  1.8368997E+02 
  5.3261427E+10  1.9481998E+01  1.8368997E+02 
  5.3264908E+10  1.9483997E+01  1.8368997E+02 
  5.3268382E+10  1.9483997E+01  1.8366998E+02 
  5.3271863E+10  1.9483997E+01  1.8366998E+02 
  5.3275337E+10  1.9480999E+01  1.8364999E+02 
  5.3278818E+10  1.9478996E+01  1.8364999E+02 
  5.3282292E+10  1.9478996E+01  1.8366998E+02 
  5.3285773E+10  1.9475998E+01  1.8362997E+02 
  5.3289247E+10  1.9476997E+01  1.8364999E+02 
  5.3290557E+10  1.9475998E+01  1.8362997E+02 
  5.3294031E+10  1.9473999E+01  1.8364999E+02 
  5.3297512E+10  1.9473999E+01  1.8362997E+02 
  5.3300986E+10  1.9471996E+01  1.8362997E+02 
  5.3304467E+10  1.9468998E+01  1.8360999E+02 
  5.3307941E+10  1.9470997E+01  1.8357999E+02 
  5.3309686E+10  1.9470997E+01  1.8360999E+02 
  5.3313159E+10  1.9466999E+01  1.8360999E+02 
  5.3316641E+10  1.9466999E+01  1.8357999E+02 
  5.3320114E+10  1.9466000E+01  1.8353998E+02 
  5.3323596E+10  1.9466999E+01  1.8357999E+02 
  5.3327069E+10  1.9466000E+01  1.8356000E+02 
  5.3330551E+10  1.9466000E+01  1.8356000E+02 
  5.3334024E+10  1.9466000E+01  1.8353998E+02 
  5.3337506E+10  1.9466000E+01  1.8356000E+02 
  5.3340979E+10  1.9466000E+01  1.8351999E+02 
  5.3344461E+10  1.9466000E+01  1.8353998E+02 
  5.3347934E+10  1.9466000E+01  1.8351999E+02 
  5.3351416E+10  1.9466000E+01  1.8351999E+02 
  5.3354889E+10  1.9466000E+01  1.8351999E+02 
  5.3359837E+10  1.9466000E+01  1.8350000E+02 
  5.3363319E+10  1.9466000E+01  1.8351999E+02 
  5.3366792E+10  1.9466000E+01  1.8346997E+02 
  5.3370274E+10  1.9466000E+01  1.8350000E+02 
  5.3373747E+10  1.9466000E+01  1.8350000E+02 
  5.3377229E+10  1.9466000E+01  1.8346997E+02 
  5.3380702E+10  1.9466000E+01  1.8346997E+02 
  5.3384184E+10  1.9466000E+01  1.8346997E+02 
  5.3387657E+10  1.9466000E+01  1.8346997E+02 
  5.3391139E+10  1.9464996E+01  1.8344998E+02 
  5.3394612E+10  1.9464996E+01  1.8344998E+02 
  5.3398094E+10  1.9466000E+01  1.8346997E+02 
  5.3401567E+10  1.9464996E+01  1.8342999E+02 
  5.3405049E+10  1.9464996E+01  1.8342999E+02 
  5.3408522E+10  1.9464996E+01  1.8342999E+02 
  5.3412004E+10  1.9464996E+01  1.8342999E+02 
  5.3415477E+10  1.9464996E+01  1.8340997E+02 
  5.3418959E+10  1.9464996E+01  1.8342999E+02 
  5.3422432E+10  1.9464996E+01  1.8342999E+02 
  5.3424611E+10  1.9464996E+01  1.8338998E+02 
  5.3428085E+10  1.9464996E+01  1.8340997E+02 
  5.3431566E+10  1.9464996E+01  1.8340997E+02 
  5.3435040E+10  1.9464996E+01  1.8338998E+02 
  5.3438956E+10  1.9464996E+01  1.8338998E+02 
  5.3442437E+10  1.9464996E+01  1.8335999E+02 
  5.3445911E+10  1.9464996E+01  1.8335999E+02 
  5.3449392E+10  1.9464996E+01  1.8335999E+02 
  5.3452866E+10  1.9464996E+01  1.8335999E+02 
  5.3456347E+10  1.9463997E+01  1.8334000E+02 
  5.3459821E+10  1.9463997E+01  1.8334000E+02 
  5.3463302E+10  1.9463997E+01  1.8334000E+02 
  5.3466776E+10  1.9463997E+01  1.8334000E+02 
  5.3470257E+10  1.9463997E+01  1.8334000E+02 
  5.3473731E+10  1.9463997E+01  1.8331998E+02 
  5.3477212E+10  1.9463997E+01  1.8334000E+02 
  5.3480686E+10  1.9463997E+01  1.8331998E+02 
  5.3484167E+10  1.9463997E+01  1.8331998E+02 
  5.3487641E+10  1.9463997E+01  1.8329999E+02 
  5.3491122E+10  1.9463997E+01  1.8329999E+02 
  5.3494596E+10  1.9463997E+01  1.8329999E+02 
  5.3498077E+10  1.9463997E+01  1.8329999E+02 
  5.3501551E+10  1.9463997E+01  1.8329999E+02 
  5.3505032E+10  1.9463997E+01  1.8328000E+02 
  5.3508506E+10  1.9463997E+01  1.8329999E+02 
  5.3511987E+10  1.9463997E+01  1.8329999E+02 
  5.3515469E+10  1.9463997E+01  1.8328000E+02 
  5.3518942E+10  1.9463997E+01  1.8325998E+02 
  5.3522424E+10  1.9463997E+01  1.8328000E+02 
  5.3525897E+10  1.9463997E+01  1.8325998E+02 
  5.3529379E+10  1.9463997E+01  1.8325998E+02 
  5.3532852E+10  1.9463997E+01  1.8325998E+02 
  5.3536334E+10  1.9463997E+01  1.8322998E+02 
  5.3539807E+10  1.9463997E+01  1.8325998E+02 
  5.3543289E+10  1.9463997E+01  1.8322998E+02 
  5.3546762E+10  1.9462997E+01  1.8320999E+02 
  5.3550244E+10  1.9463997E+01  1.8322998E+02 
  5.3553717E+10  1.9463997E+01  1.8322998E+02 
  5.3554586E+10  1.9462997E+01  1.8320999E+02 
  5.3558067E+10  1.9462997E+01  1.8320999E+02 
  5.3561549E+10  1.9463997E+01  1.8325998E+02 
  5.3565022E+10  1.9462997E+01  1.8320999E+02 
  5.3568504E+10  1.9462997E+01  1.8320999E+02 
  5.3571977E+10  1.9462997E+01  1.8316998E+02 
  5.3575459E+10  1.9462997E+01  1.8318997E+02 
  5.3578932E+10  1.9462997E+01  1.8316998E+02 
  5.3582414E+10  1.9462997E+01  1.8316998E+02 
  5.3585453E+10  1.9462997E+01  1.8318997E+02 
  5.3588935E+10  1.9462997E+01  1.8316998E+02 
  5.3589803E+10  1.9462997E+01  1.8316998E+02 
  5.3593276E+10  1.9462997E+01  1.8316998E+02 
  5.3596758E+10  1.9462997E+01  1.8316998E+02 
  5.3598061E+10  1.9462997E+01  1.8316998E+02 
  5.3601100E+10  1.9462997E+01  1.8316998E+02 
  5.3604581E+10  1.9462997E+01  1.8316998E+02 
  5.3606318E+10  1.9462997E+01  1.8316998E+02 
  5.3609800E+10  1.9462997E+01  1.8314999E+02 
  5.3613273E+10  1.9462997E+01  1.8314999E+02 
  5.3619524E+10  1.9462997E+01  1.8312000E+02 
  5.3623005E+10  1.9462997E+01  1.8312000E+02 
  5.3626479E+10  1.9462997E+01  1.8312000E+02 
  5.3629960E+10  1.9462997E+01  1.8312000E+02 
  5.3633434E+10  1.9462997E+01  1.8312000E+02 
  5.3636481E+10  1.9461998E+01  1.8309998E+02 
  5.3639954E+10  1.9462997E+01  1.8312000E+02 
  5.3643436E+10  1.9461998E+01  1.8309998E+02 
  5.3646909E+10  1.9462997E+01  1.8312000E+02 
  5.3650391E+10  1.9461998E+01  1.8307999E+02 
  5.3653864E+10  1.9461998E+01  1.8309998E+02 
  5.3657346E+10  1.9461998E+01  1.8307999E+02 
  5.3660819E+10  1.9461998E+01  1.8307999E+02 
  5.3661696E+10  1.9461998E+01  1.8307999E+02 
  5.3665169E+10  1.9461998E+01  1.8306000E+02 
  5.3668651E+10  1.9461998E+01  1.8306000E+02 
  5.3672124E+10  1.9461998E+01  1.8306000E+02 
  5.3675606E+10  1.9461998E+01  1.8306000E+02 
  5.3679079E+10  1.9461998E+01  1.8306000E+02 
  5.3682561E+10  1.9461998E+01  1.8306000E+02 
  5.3686034E+10  1.9461998E+01  1.8306000E+02 
  5.3689516E+10  1.9461998E+01  1.8307999E+02 
  5.3692989E+10  1.9461998E+01  1.8306000E+02 
  5.3696471E+10  1.9461998E+01  1.8300998E+02 
  5.3699944E+10  1.9461998E+01  1.8303998E+02 
  5.3703426E+10  1.9461998E+01  1.8303998E+02 
  5.3706899E+10  1.9461998E+01  1.8303998E+02 
  5.3710381E+10  1.9461998E+01  1.8300998E+02 
  5.3713854E+10  1.9461998E+01  1.8303998E+02 
  5.3717336E+10  1.9461998E+01  1.8303998E+02 
  5.3720809E+10  1.9461998E+01  1.8303998E+02 
  5.3724291E+10  1.9461998E+01  1.8300998E+02 
  5.3727773E+10  1.9461998E+01  1.8300998E+02 
  5.3731246E+10  1.9460999E+01  1.8296997E+02 
  5.3734728E+10  1.9460999E+01  1.8298999E+02 
  5.3738201E+10  1.9460999E+01  1.8298999E+02 
  5.3741683E+10  1.9460999E+01  1.8296997E+02 
  5.3745156E+10  1.9460999E+01  1.8296997E+02 
  5.3748638E+10  1.9460999E+01  1.8296997E+02 
  5.3752111E+10  1.9460999E+01  1.8298999E+02 
  5.3755593E+10  1.9460999E+01  1.8294998E+02 
  5.3759066E+10  1.9460999E+01  1.8296997E+02 
  5.3762548E+10  1.9460999E+01  1.8294998E+02 
  5.3766021E+10  1.9460999E+01  1.8298999E+02 
  5.3769503E+10  1.9460999E+01  1.8294998E+02 
  5.3772976E+10  1.9460999E+01  1.8294998E+02 
  5.3776458E+10  1.9460999E+01  1.8294998E+02 
  5.3779931E+10  1.9460999E+01  1.8294998E+02 
  5.3783413E+10  1.9460999E+01  1.8292999E+02 
  5.3786886E+10  1.9460999E+01  1.8292999E+02 
  5.3790695E+10  1.9460999E+01  1.8292999E+02 
  5.3794169E+10  1.9460999E+01  1.8292999E+02 
  5.3797650E+10  1.9460999E+01  1.8292999E+02 
  5.3801124E+10  1.9460999E+01  1.8292999E+02 
  5.3804605E+10  1.9460999E+01  1.8290997E+02 
  5.3808079E+10  1.9460999E+01  1.8290997E+02 
  5.3811560E+10  1.9460999E+01  1.8290997E+02 
  5.3815034E+10  1.9460999E+01  1.8292999E+02 
  5.3818515E+10  1.9460999E+01  1.8290997E+02 
  5.3821997E+10  1.9460999E+01  1.8287997E+02 
  5.3825470E+10  1.9460999E+01  1.8290997E+02 
  5.3828952E+10  1.9460999E+01  1.8287997E+02 
  5.3832425E+10  1.9460999E+01  1.8290997E+02 
  5.3835907E+10  1.9459999E+01  1.8285999E+02 
  5.3839380E+10  1.9459999E+01  1.8285999E+02 
  5.3842862E+10  1.9460999E+01  1.8287997E+02 
  5.3846335E+10  1.9460999E+01  1.8287997E+02 
  5.3849817E+10  1.9459999E+01  1.8285999E+02 
  5.3853290E+10  1.9459999E+01  1.8285999E+02 
  5.3856772E+10  1.9459999E+01  1.8285999E+02 
  5.3860246E+10  1.9459999E+01  1.8285999E+02 
  5.3863727E+10  1.9459999E+01  1.8285999E+02 
  5.3867201E+10  1.9459999E+01  1.8284000E+02 
  5.3870682E+10  1.9459999E+01  1.8284000E+02 
  5.3874156E+10  1.9459999E+01  1.8284000E+02 
  5.3877637E+10  1.9459999E+01  1.8281998E+02 
  5.3881111E+10  1.9459999E+01  1.8281998E+02 
  5.3884592E+10  1.9459999E+01  1.8281998E+02 
  5.3888066E+10  1.9459999E+01  1.8281998E+02 
  5.3891547E+10  1.9459999E+01  1.8281998E+02 
  5.3895029E+10  1.9459999E+01  1.8281998E+02 
  5.3896331E+10  1.9459999E+01  1.8281998E+02 
  5.3899805E+10  1.9459999E+01  1.8281998E+02 
  5.3903286E+10  1.9459999E+01  1.8276999E+02 
  5.3906760E+10  1.9459999E+01  1.8281998E+02 
  5.3910241E+10  1.9459999E+01  1.8281998E+02 
  5.3913715E+10  1.9459999E+01  1.8279999E+02 
  5.3917196E+10  1.9459999E+01  1.8279999E+02 
  5.3920670E+10  1.9459999E+01  1.8281998E+02 
  5.3922415E+10  1.9459999E+01  1.8279999E+02 
  5.3925888E+10  1.9459000E+01  1.8275000E+02 
  5.3929370E+10  1.9459999E+01  1.8279999E+02 
  5.3932843E+10  1.9459999E+01  1.8276999E+02 
  5.3936325E+10  1.9459999E+01  1.8279999E+02 
  5.3939798E+10  1.9459999E+01  1.8276999E+02 
  5.3943280E+10  1.9459999E+01  1.8279999E+02 
  5.3946753E+10  1.9459999E+01  1.8279999E+02 
  5.3950235E+10  1.9459999E+01  1.8276999E+02 
  5.3953708E+10  1.9459999E+01  1.8276999E+02 
  5.3957190E+10  1.9459999E+01  1.8276999E+02 
  5.3963170E+10  1.9459999E+01  1.8279999E+02 
  5.3966643E+10  1.9459999E+01  1.8281998E+02 
  5.3970125E+10  1.9459999E+01  1.8284000E+02 
  5.3973598E+10  1.9459999E+01  1.8285999E+02 
  5.3977080E+10  1.9460999E+01  1.8290997E+02 
  5.3980553E+10  1.9460999E+01  1.8294998E+02 
  5.3981856E+10  1.9460999E+01  1.8296997E+02 
  5.3985337E+10  1.9461998E+01  1.8303998E+02 
  5.3988377E+10  1.9462997E+01  1.8312000E+02 
  5.3991858E+10  1.9462997E+01  1.8318997E+02 
  5.3995332E+10  2.1856998E+01  2.0672998E+02 
  5.3998813E+10 -4.3350029E+00  2.6566998E+02 
  5.4002295E+10 -3.2800026E+00  2.7656995E+02 
  5.4005768E+10 -3.0940018E+00  2.7844995E+02 
  5.4009250E+10 -3.0260010E+00  2.7923999E+02 
  5.4012723E+10 -2.9920006E+00  2.7969995E+02 
  5.4016205E+10 -2.9530029E+00  2.8012994E+02 
  5.4019678E+10 -2.9240036E+00  2.8058997E+02 
  5.4023160E+10 -2.8950005E+00  2.8092999E+02 
  5.4026633E+10 -2.8610001E+00  2.8138995E+02 
  5.4030115E+10 -2.8220024E+00  2.8175000E+02 
  5.4033588E+10 -2.7990036E+00  2.8207996E+02 
  5.4037070E+10 -2.7750015E+00  2.8238995E+02 
  5.4040543E+10 -2.7470016E+00  2.8273999E+02 
  5.4044025E+10 -2.7130013E+00  2.8306995E+02 
  5.4047498E+10 -2.6890030E+00  2.8341998E+02 
  5.4050980E+10 -2.6710014E+00  2.8372998E+02 
  5.4054453E+10 -2.6270027E+00  2.8402997E+02 
  5.4057935E+10 -2.6300011E+00  2.8437994E+02 
  5.4061408E+10 -2.5760002E+00  2.8458997E+02 
  5.4064890E+10 -2.5470009E+00  2.8491998E+02 
  5.4068363E+10 -2.5340004E+00  2.8520996E+02 
  5.4071845E+10 -2.5000000E+00  2.8547998E+02 
  5.4075318E+10 -2.4720001E+00  2.8579999E+02 
  5.4078800E+10 -2.4440002E+00  2.8596997E+02 
  5.4082273E+10 -2.4250031E+00  2.8632996E+02 
  5.4085755E+10 -2.4080009E+00  2.8653998E+02 
